@relation mean_amplitude
@attribute ch_0 REAL
@attribute ch_1 REAL
@attribute ch_2 REAL
@attribute ch_3 REAL
@attribute ch_4 REAL
@attribute ch_5 REAL
@attribute ch_6 REAL
@attribute ch_7 REAL
@attribute ch_8 REAL
@attribute ch_9 REAL
@attribute ch_10 REAL
@attribute ch_11 REAL
@attribute ch_12 REAL
@attribute ch_13 REAL
@attribute ch_14 REAL
@attribute ch_15 REAL
@attribute ch_16 REAL
@attribute ch_17 REAL
@attribute ch_18 REAL
@attribute ch_19 REAL
@attribute ch_20 REAL
@attribute ch_21 REAL
@attribute ch_22 REAL
@attribute ch_23 REAL
@attribute ch_24 REAL
@attribute ch_25 REAL
@attribute ch_26 REAL
@attribute ch_27 REAL
@attribute ch_28 REAL
@attribute ch_29 REAL
@attribute ch_30 REAL
@attribute ch_31 REAL
@attribute orientation_classes {0,45,90,180,135,225,315,270}
@data
3.00,0.00,0.00,0.00,3.00,0.00,0.00,4.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,270
4.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,135
12.00,3.00,0.00,0.00,9.00,11.00,0.00,19.00,18.00,25.00,2.00,2.00,0.00,0.00,21.00,10.00,5.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,4.00,5.00,0.00,0.00,0.00,14.00,45
14.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0
3.00,0.00,0.00,0.00,3.00,0.00,0.00,7.00,3.00,10.00,0.00,0.00,0.00,0.00,4.00,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,2.00,135
2.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,135
6.00,0.00,0.00,0.00,5.00,5.00,0.00,2.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,135
6.00,0.00,0.00,0.00,8.00,6.00,0.00,6.00,9.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,4.00,0.00,0.00,0.00,7.00,270
9.00,3.00,0.00,0.00,16.00,12.00,0.00,12.00,12.00,21.00,0.00,5.00,0.00,2.00,8.00,9.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,4.00,90
7.00,0.00,0.00,0.00,5.00,2.00,0.00,2.00,0.00,11.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,135
30.00,0.00,0.00,0.00,17.00,17.00,0.00,9.00,17.00,19.00,0.00,0.00,0.00,0.00,4.00,8.00,5.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,4.00,0.00,0.00,0.00,7.00,45
0.00,0.00,0.00,0.00,5.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,2.00,270
7.00,0.00,0.00,0.00,9.00,9.00,0.00,10.00,5.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,7.00,45
5.00,0.00,0.00,0.00,4.00,6.00,0.00,6.00,5.00,12.00,0.00,0.00,0.00,0.00,3.00,2.00,2.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,6.00,90
0.00,0.00,0.00,0.00,4.00,3.00,0.00,2.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,6.00,0
3.00,0.00,0.00,0.00,3.00,2.00,0.00,2.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135
5.00,0.00,0.00,0.00,2.00,4.00,0.00,10.00,7.00,16.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,4.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,180
3.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,5.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,90
9.00,0.00,2.00,0.00,9.00,5.00,0.00,10.00,12.00,13.00,2.00,0.00,0.00,0.00,6.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,90
9.00,0.00,0.00,0.00,8.00,5.00,0.00,15.00,10.00,16.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,90
