70.98,66.22,50.94,95.27,72.09,64.28,55.37,61.35,60.55,66.48,61.76,60.84,0.00,0.00,59.50,59.69,57.96,60.99,0.00,0.00,50.62,0.00,0.00,0.00,0.00,0.00,0.00,59.09,0.00,0.00,0.00,59.88,0
62.12,61.03,64.26,67.20,76.14,59.80,0.00,67.49,58.95,65.89,0.00,0.00,0.00,0.00,56.32,58.64,55.71,60.09,0.00,0.00,0.00,0.00,0.00,0.00,57.11,61.72,59.03,57.80,53.82,55.75,0.00,58.85,90
57.45,56.20,55.12,0.00,73.06,59.21,0.00,58.99,60.16,64.50,0.00,0.00,0.00,0.00,78.74,58.27,57.23,58.14,0.00,0.00,0.00,59.14,0.00,0.00,54.86,0.00,52.45,59.06,58.61,0.00,0.00,61.02,0
59.58,55.21,0.00,66.71,68.40,60.26,0.00,55.46,63.78,64.50,0.00,0.00,0.00,0.00,56.32,57.83,57.23,59.71,0.00,0.00,0.00,50.81,0.00,0.00,54.74,0.00,54.34,56.78,0.00,0.00,0.00,57.31,225
58.14,0.00,0.00,0.00,85.64,63.95,0.00,59.22,58.86,64.91,0.00,0.00,0.00,0.00,54.40,60.16,54.33,59.89,0.00,0.00,0.00,0.00,0.00,0.00,56.28,0.00,0.00,58.20,0.00,0.00,0.00,57.35,0
72.03,82.61,64.17,74.44,68.98,63.04,53.49,61.35,63.45,65.08,0.00,0.00,0.00,0.00,55.65,62.28,56.07,59.87,0.00,0.00,71.26,0.00,0.00,0.00,56.68,0.00,62.84,60.06,0.00,0.00,0.00,60.72,45
70.02,55.04,58.08,51.20,75.56,62.68,0.00,62.36,60.90,63.49,0.00,56.21,0.00,64.72,83.02,69.38,59.83,60.78,0.00,0.00,61.77,63.09,0.00,0.00,58.33,65.06,55.60,59.44,59.95,55.41,56.79,61.95,90
73.38,59.18,54.69,52.64,65.63,63.40,0.00,72.93,62.82,69.11,60.74,53.77,0.00,0.00,61.55,63.64,56.97,60.32,0.00,0.00,58.77,61.36,0.00,0.00,64.21,62.25,60.68,58.70,56.50,58.61,0.00,61.40,45
56.72,54.47,0.00,0.00,67.99,58.41,0.00,57.20,61.19,67.44,0.00,0.00,0.00,0.00,60.03,57.03,56.81,58.03,0.00,0.00,0.00,51.95,0.00,0.00,62.90,61.82,59.41,56.84,0.00,61.19,0.00,60.30,90
72.60,61.89,60.20,71.85,66.35,61.64,60.34,65.00,58.96,65.60,0.00,55.68,0.00,0.00,63.85,63.59,59.58,59.15,0.00,0.00,60.50,0.00,0.00,0.00,58.67,63.00,59.95,57.89,53.63,0.00,56.25,58.45,315
65.88,0.00,0.00,0.00,85.40,60.79,0.00,57.09,59.26,64.04,0.00,0.00,0.00,0.00,73.27,62.77,59.33,58.45,0.00,0.00,0.00,55.18,0.00,0.00,56.48,72.17,59.07,53.50,0.00,63.76,0.00,57.11,0
61.27,0.00,0.00,0.00,105.15,60.05,0.00,58.40,56.41,64.26,0.00,0.00,0.00,0.00,55.33,53.86,53.09,58.91,0.00,0.00,0.00,0.00,0.00,0.00,54.13,0.00,0.00,55.78,0.00,0.00,0.00,55.48,135
